          9         9        12      1181C   C   D    0.822591500D+05
 E STATE HAS LABEL C   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  8
     -17186.93257    -14988.06724    -12920.96364    -10983.69777
     -9175.19106     -7496.22782     -5948.73621     -4536.97085
     -3267.35947     -2150.10574     -1201.03769      -444.75110
 PROPORTION OF STATE C   
       85.49  0.232875E+09 0.575364E+10 0.337583E+11 0.523606E+12
       85.51  0.241360E+09 0.596364E+10 0.349875E+11 0.542720E+12
       85.54  0.250141E+09 0.618098E+10 0.362595E+11 0.562502E+12
       85.56  0.259215E+09 0.640561E+10 0.375740E+11 0.582948E+12
       85.58  0.268577E+09 0.663735E+10 0.389301E+11 0.604041E+12
       85.61  0.278223E+09 0.687614E+10 0.403273E+11 0.625777E+12
       85.64  0.288139E+09 0.712165E+10 0.417636E+11 0.648124E+12
       85.66  0.298310E+09 0.737350E+10 0.432368E+11 0.671047E+12
       85.69  0.308717E+09 0.763119E+10 0.447441E+11 0.694504E+12
       85.71  0.319332E+09 0.789406E+10 0.462814E+11 0.718431E+12
       85.74  0.330131E+09 0.816151E+10 0.478454E+11 0.742776E+12
       85.76  0.341075E+09 0.843259E+10 0.494304E+11 0.767452E+12
       85.79  0.352123E+09 0.870627E+10 0.510303E+11 0.792363E+12
       85.81  0.363226E+09 0.898133E+10 0.526381E+11 0.817402E+12
       85.83  0.374325E+09 0.925634E+10 0.542453E+11 0.842436E+12
       85.86  0.385366E+09 0.952995E+10 0.558440E+11 0.867342E+12
       85.89  0.396277E+09 0.980037E+10 0.574237E+11 0.891959E+12
       85.91  0.406984E+09 0.100658E+11 0.589738E+11 0.916120E+12
       85.94  0.417407E+09 0.103242E+11 0.604827E+11 0.939644E+12
       85.96  0.427458E+09 0.105735E+11 0.619377E+11 0.962336E+12
       85.99  0.437057E+09 0.108115E+11 0.633270E+11 0.984011E+12
       86.00  0.442559E+09 0.109481E+11 0.641234E+11 0.996440E+12
       86.01  0.446110E+09 0.110362E+11 0.646372E+11 0.100446E+13
       86.04  0.454528E+09 0.112451E+11 0.658553E+11 0.102348E+13
       86.06  0.462223E+09 0.114362E+11 0.669686E+11 0.104088E+13
       86.08  0.469108E+09 0.116072E+11 0.679646E+11 0.105646E+13
       86.11  0.475111E+09 0.117565E+11 0.688327E+11 0.107005E+13
       86.14  0.480160E+09 0.118821E+11 0.695624E+11 0.108149E+13
       86.16  0.484194E+09 0.119827E+11 0.701453E+11 0.109065E+13
       86.19  0.487167E+09 0.120570E+11 0.705743E+11 0.109742E+13
       86.21  0.489045E+09 0.121042E+11 0.708446E+11 0.110172E+13
       86.24  0.489810E+09 0.121239E+11 0.709537E+11 0.110352E+13
       86.26  0.489456E+09 0.121159E+11 0.709008E+11 0.110280E+13
       86.29  0.487996E+09 0.120805E+11 0.706876E+11 0.109958E+13
       86.31  0.485455E+09 0.120183E+11 0.703179E+11 0.109393E+13
       86.33  0.481875E+09 0.119304E+11 0.697976E+11 0.108593E+13
       86.36  0.477306E+09 0.118180E+11 0.691341E+11 0.107571E+13
       86.39  0.471812E+09 0.116827E+11 0.683367E+11 0.106340E+13
       86.41  0.465465E+09 0.115262E+11 0.674158E+11 0.104916E+13
       86.44  0.458343E+09 0.113506E+11 0.663828E+11 0.103318E+13
       86.46  0.450534E+09 0.111578E+11 0.652502E+11 0.101564E+13
       86.49  0.442117E+09 0.109501E+11 0.640297E+11 0.996735E+12
       86.51  0.433183E+09 0.107294E+11 0.627342E+11 0.976657E+12
       86.54  0.423815E+09 0.104980E+11 0.613761E+11 0.955600E+12
       86.56  0.414097E+09 0.102579E+11 0.599674E+11 0.933750E+12
       86.58  0.404111E+09 0.100112E+11 0.585198E+11 0.911293E+12
       86.61  0.393924E+09 0.975943E+10 0.570434E+11 0.888382E+12
       86.64  0.383610E+09 0.950446E+10 0.555484E+11 0.865178E+12
       86.66  0.373229E+09 0.924783E+10 0.540440E+11 0.841822E+12
       86.69  0.362839E+09 0.899094E+10 0.525382E+11 0.818443E+12
       86.71  0.352493E+09 0.873511E+10 0.510390E+11 0.795159E+12
       86.74  0.342230E+09 0.848128E+10 0.495516E+11 0.772057E+12
       86.76  0.332089E+09 0.823047E+10 0.480822E+11 0.749230E+12
       86.79  0.322104E+09 0.798349E+10 0.466354E+11 0.726751E+12
       86.81  0.312302E+09 0.774101E+10 0.452151E+11 0.704682E+12
       86.83  0.302708E+09 0.750368E+10 0.438251E+11 0.683081E+12
       86.86  0.293336E+09 0.727178E+10 0.424672E+11 0.661975E+12
       86.89  0.284201E+09 0.704576E+10 0.411437E+11 0.641403E+12
       86.91  0.275314E+09 0.682587E+10 0.398563E+11 0.621389E+12
       86.94  0.266684E+09 0.661230E+10 0.386060E+11 0.601950E+12
       86.96  0.258317E+09 0.640523E+10 0.373938E+11 0.583103E+12
       86.99  0.250211E+09 0.620461E+10 0.362195E+11 0.564843E+12
       87.01  0.242368E+09 0.601051E+10 0.350835E+11 0.547176E+12
       87.04  0.234789E+09 0.582290E+10 0.339855E+11 0.530100E+12
       87.06  0.227470E+09 0.564172E+10 0.329253E+11 0.513608E+12
       87.08  0.220409E+09 0.546693E+10 0.319025E+11 0.497699E+12
       87.11  0.213597E+09 0.529830E+10 0.309158E+11 0.482350E+12
       87.14  0.207032E+09 0.513576E+10 0.299648E+11 0.467555E+12
       87.16  0.200706E+09 0.497915E+10 0.290486E+11 0.453300E+12
       87.19  0.194614E+09 0.482831E+10 0.281663E+11 0.439571E+12
       87.21  0.188751E+09 0.468312E+10 0.273170E+11 0.426355E+12
       87.24  0.183105E+09 0.454331E+10 0.264992E+11 0.413629E+12
       87.26  0.177670E+09 0.440875E+10 0.257121E+11 0.401380E+12
       87.29  0.172441E+09 0.427925E+10 0.249548E+11 0.389592E+12
       87.31  0.167409E+09 0.415463E+10 0.242260E+11 0.378249E+12
       87.33  0.162569E+09 0.403475E+10 0.235250E+11 0.367337E+12
       87.36  0.157910E+09 0.391936E+10 0.228503E+11 0.356834E+12
       87.39  0.153427E+09 0.380832E+10 0.222010E+11 0.346727E+12
       87.41  0.149113E+09 0.370146E+10 0.215762E+11 0.336999E+12
       87.44  0.144961E+09 0.359861E+10 0.209749E+11 0.327637E+12
       87.46  0.140965E+09 0.349965E+10 0.203963E+11 0.318629E+12
       87.49  0.137118E+09 0.340434E+10 0.198392E+11 0.309953E+12
       87.51  0.133414E+09 0.331257E+10 0.193028E+11 0.301600E+12
       87.54  0.129847E+09 0.322420E+10 0.187862E+11 0.293555E+12
       87.56  0.126411E+09 0.313907E+10 0.182887E+11 0.285807E+12
       87.58  0.123102E+09 0.305709E+10 0.178095E+11 0.278344E+12
       87.61  0.119912E+09 0.297807E+10 0.173477E+11 0.271150E+12
       87.64  0.116838E+09 0.290190E+10 0.169026E+11 0.264217E+12
       87.66  0.113875E+09 0.282847E+10 0.164735E+11 0.257533E+12
       87.69  0.111018E+09 0.275767E+10 0.160597E+11 0.251087E+12
       87.71  0.108262E+09 0.268939E+10 0.156608E+11 0.244873E+12
       87.74  0.105604E+09 0.262351E+10 0.152758E+11 0.238875E+12
       87.76  0.103038E+09 0.255992E+10 0.149043E+11 0.233087E+12
       87.79  0.100561E+09 0.249855E+10 0.145458E+11 0.227500E+12
       87.81  0.981704E+08 0.243929E+10 0.141996E+11 0.222105E+12
       87.83  0.958619E+08 0.238207E+10 0.138653E+11 0.216897E+12
       87.86  0.936312E+08 0.232678E+10 0.135424E+11 0.211864E+12
       87.89  0.914757E+08 0.227336E+10 0.132303E+11 0.207000E+12
       87.91  0.893924E+08 0.222172E+10 0.129287E+11 0.202299E+12
       87.94  0.873781E+08 0.217179E+10 0.126370E+11 0.197754E+12
       87.96  0.854308E+08 0.212352E+10 0.123551E+11 0.193360E+12
       87.99  0.835466E+08 0.207681E+10 0.120823E+11 0.189108E+12
       88.00  0.824456E+08 0.204951E+10 0.119229E+11 0.186623E+12
       88.01  0.817234E+08 0.203161E+10 0.118184E+11 0.184993E+12
       88.04  0.799587E+08 0.198786E+10 0.115629E+11 0.181011E+12
       88.06  0.782504E+08 0.194551E+10 0.113156E+11 0.177155E+12
       88.08  0.765965E+08 0.190451E+10 0.110762E+11 0.173423E+12
       88.11  0.749940E+08 0.186478E+10 0.108442E+11 0.169806E+12
       88.14  0.734413E+08 0.182628E+10 0.106194E+11 0.166301E+12
       88.16  0.719365E+08 0.178897E+10 0.104016E+11 0.162905E+12
       88.19  0.704778E+08 0.175280E+10 0.101904E+11 0.159612E+12
       88.21  0.690637E+08 0.171773E+10 0.998569E+10 0.156420E+12
       88.24  0.676917E+08 0.168371E+10 0.978709E+10 0.153323E+12
       88.26  0.663607E+08 0.165071E+10 0.959441E+10 0.150318E+12
       88.29  0.650690E+08 0.161867E+10 0.940744E+10 0.147402E+12
       88.31  0.638153E+08 0.158758E+10 0.922595E+10 0.144571E+12
       88.33  0.625983E+08 0.155740E+10 0.904980E+10 0.141824E+12
       88.36  0.614162E+08 0.152809E+10 0.887868E+10 0.139155E+12
       88.39  0.602678E+08 0.149961E+10 0.871246E+10 0.136562E+12
       88.41  0.591521E+08 0.147193E+10 0.855097E+10 0.134043E+12
       88.44  0.580678E+08 0.144504E+10 0.839402E+10 0.131594E+12
       88.46  0.570140E+08 0.141890E+10 0.824150E+10 0.129215E+12
       88.49  0.559892E+08 0.139348E+10 0.809316E+10 0.126901E+12
       88.51  0.549925E+08 0.136876E+10 0.794889E+10 0.124650E+12
       88.54  0.540229E+08 0.134471E+10 0.780856E+10 0.122461E+12
       88.56  0.530796E+08 0.132131E+10 0.767202E+10 0.120330E+12
       88.58  0.521618E+08 0.129854E+10 0.753919E+10 0.118257E+12
       88.61  0.512681E+08 0.127637E+10 0.740984E+10 0.116239E+12
       88.64  0.503980E+08 0.125479E+10 0.728392E+10 0.114274E+12
       88.66  0.495507E+08 0.123377E+10 0.716128E+10 0.112360E+12
       88.69  0.487254E+08 0.121329E+10 0.704184E+10 0.110496E+12
       88.71  0.479216E+08 0.119335E+10 0.692550E+10 0.108681E+12
       88.74  0.471381E+08 0.117391E+10 0.681211E+10 0.106911E+12
       88.76  0.463744E+08 0.115496E+10 0.670159E+10 0.105186E+12
       88.79  0.456300E+08 0.113649E+10 0.659385E+10 0.103504E+12
       88.81  0.449041E+08 0.111848E+10 0.648881E+10 0.101865E+12
       88.83  0.441965E+08 0.110092E+10 0.638639E+10 0.100266E+12
       88.86  0.435060E+08 0.108379E+10 0.628647E+10 0.987060E+11
       88.89  0.428323E+08 0.106707E+10 0.618898E+10 0.971841E+11
       88.91  0.421750E+08 0.105076E+10 0.609385E+10 0.956990E+11
       88.94  0.415334E+08 0.103484E+10 0.600101E+10 0.942496E+11
       88.96  0.409074E+08 0.101930E+10 0.591041E+10 0.928350E+11
       88.99  0.402959E+08 0.100412E+10 0.582192E+10 0.914535E+11
       89.01  0.396988E+08 0.989306E+09 0.573552E+10 0.901044E+11
       89.04  0.391156E+08 0.974833E+09 0.565113E+10 0.887867E+11
       89.06  0.385459E+08 0.960693E+09 0.556869E+10 0.874994E+11
       89.08  0.379895E+08 0.946883E+09 0.548817E+10 0.862420E+11
       89.11  0.374456E+08 0.933382E+09 0.540946E+10 0.850129E+11
       89.14  0.369139E+08 0.920187E+09 0.533253E+10 0.838115E+11
       89.16  0.363943E+08 0.907288E+09 0.525734E+10 0.826371E+11
       89.19  0.358862E+08 0.894676E+09 0.518381E+10 0.814889E+11
       89.21  0.353895E+08 0.882347E+09 0.511194E+10 0.803664E+11
       89.24  0.349036E+08 0.870284E+09 0.504163E+10 0.792682E+11
       89.26  0.344282E+08 0.858485E+09 0.497285E+10 0.781939E+11
       89.29  0.339632E+08 0.846941E+09 0.490557E+10 0.771429E+11
       89.31  0.335082E+08 0.835645E+09 0.483973E+10 0.761144E+11
       89.33  0.330630E+08 0.824594E+09 0.477532E+10 0.751082E+11
       89.36  0.326272E+08 0.813773E+09 0.471226E+10 0.741231E+11
       89.39  0.322005E+08 0.803180E+09 0.465052E+10 0.731586E+11
       89.41  0.317828E+08 0.792809E+09 0.459008E+10 0.722143E+11
       89.44  0.313737E+08 0.782652E+09 0.453089E+10 0.712896E+11
       89.46  0.309732E+08 0.772709E+09 0.447295E+10 0.703843E+11
       89.49  0.305808E+08 0.762965E+09 0.441617E+10 0.694972E+11
       89.51  0.301964E+08 0.753420E+09 0.436055E+10 0.686281E+11
       89.54  0.298197E+08 0.744068E+09 0.430606E+10 0.677766E+11
       89.56  0.294506E+08 0.734903E+09 0.425266E+10 0.669422E+11
       89.58  0.290890E+08 0.725923E+09 0.420034E+10 0.661246E+11
       89.61  0.287344E+08 0.717119E+09 0.414904E+10 0.653230E+11
       89.64  0.283868E+08 0.708488E+09 0.409875E+10 0.645371E+11
       89.66  0.280461E+08 0.700025E+09 0.404945E+10 0.637666E+11
       89.69  0.277119E+08 0.691726E+09 0.400111E+10 0.630110E+11
       89.71  0.273843E+08 0.683590E+09 0.395371E+10 0.622703E+11
       89.74  0.270629E+08 0.675608E+09 0.390721E+10 0.615434E+11
       89.76  0.267476E+08 0.667777E+09 0.386159E+10 0.608305E+11
       89.79  0.264382E+08 0.660095E+09 0.381684E+10 0.601310E+11
       89.81  0.261347E+08 0.652556E+09 0.377293E+10 0.594446E+11
       89.83  0.258370E+08 0.645161E+09 0.372986E+10 0.587713E+11
       89.86  0.255446E+08 0.637901E+09 0.368757E+10 0.581102E+11
       89.89  0.252577E+08 0.630775E+09 0.364607E+10 0.574614E+11
       89.91  0.249761E+08 0.623779E+09 0.360532E+10 0.568244E+11
       89.94  0.246996E+08 0.616910E+09 0.356532E+10 0.561990E+11
       89.96  0.244281E+08 0.610168E+09 0.352606E+10 0.555852E+11
       89.99  0.241615E+08 0.603545E+09 0.348749E+10 0.549821E+11
       90.00  0.240038E+08 0.599629E+09 0.346468E+10 0.546255E+11
       92.00  0.121342E+08 0.304602E+09 0.174807E+10 0.277615E+11
       94.00  0.777183E+07 0.196048E+09 0.111745E+10 0.178758E+11
       96.00  0.566156E+07 0.143514E+09 0.812451E+09 0.130915E+11
       98.00  0.446793E+07 0.113810E+09 0.639910E+09 0.103865E+11
      100.00  0.372181E+07 0.952682E+08 0.532005E+09 0.869806E+10
      102.00  0.322238E+07 0.828875E+08 0.459708E+09 0.757094E+10
      104.00  0.287127E+07 0.742173E+08 0.408809E+09 0.678188E+10
      106.00  0.261535E+07 0.679330E+08 0.371632E+09 0.621022E+10
      108.00  0.242372E+07 0.632634E+08 0.343715E+09 0.578574E+10
      110.00  0.227730E+07 0.597324E+08 0.322304E+09 0.546505E+10
      112.00  0.216376E+07 0.570319E+08 0.305618E+09 0.522009E+10
      114.00  0.207479E+07 0.549545E+08 0.292460E+09 0.503195E+10
      116.00  0.200462E+07 0.533557E+08 0.281994E+09 0.488749E+10
      118.00  0.194911E+07 0.521322E+08 0.273627E+09 0.477728E+10
      122.00  0.187072E+07 0.505265E+08 0.261544E+09 0.463370E+10
      126.00  0.182319E+07 0.497264E+08 0.253845E+09 0.456374E+10
      130.00  0.179668E+07 0.494847E+08 0.249109E+09 0.454489E+10
      134.00  0.178491E+07 0.496435E+08 0.246434E+09 0.456272E+10
      138.00  0.178367E+07 0.500964E+08 0.245215E+09 0.460756E+10
      142.00  0.179001E+07 0.507690E+08 0.245031E+09 0.467259E+10
      146.00  0.180183E+07 0.516069E+08 0.245581E+09 0.475284E+10
      150.00  0.181754E+07 0.525690E+08 0.246638E+09 0.484457E+10
      154.00  0.183591E+07 0.536233E+08 0.248033E+09 0.494482E+10
      158.00  0.185601E+07 0.547443E+08 0.249631E+09 0.505127E+10
      162.00  0.187706E+07 0.559110E+08 0.251328E+09 0.516198E+10
      166.00  0.189848E+07 0.571066E+08 0.253043E+09 0.527539E+10
      170.00  0.191977E+07 0.583169E+08 0.254709E+09 0.539022E+10
      174.00  0.194056E+07 0.595305E+08 0.256278E+09 0.550537E+10
      178.00  0.196055E+07 0.607377E+08 0.257708E+09 0.561997E+10
      182.00  0.197948E+07 0.619304E+08 0.258971E+09 0.573325E+10
      186.00  0.199715E+07 0.631017E+08 0.260041E+09 0.584456E+10
      190.00  0.201343E+07 0.642458E+08 0.260902E+09 0.595337E+10
      194.00  0.202819E+07 0.653580E+08 0.261541E+09 0.605923E+10
      198.00  0.204135E+07 0.664344E+08 0.261949E+09 0.616176E+10
      202.00  0.205286E+07 0.674721E+08 0.262125E+09 0.626070E+10
      206.00  0.206270E+07 0.684690E+08 0.262068E+09 0.635583E+10
      210.00  0.207088E+07 0.694237E+08 0.261781E+09 0.644703E+10
      214.00  0.207739E+07 0.703351E+08 0.261269E+09 0.653417E+10
      218.00  0.208228E+07 0.712026E+08 0.260538E+09 0.661719E+10
      222.00  0.208556E+07 0.720260E+08 0.259595E+09 0.669607E+10
      226.00  0.208730E+07 0.728051E+08 0.258450E+09 0.677079E+10
      230.00  0.208753E+07 0.735405E+08 0.257110E+09 0.684139E+10
      234.00  0.208631E+07 0.742327E+08 0.255588E+09 0.690791E+10
      238.00  0.208372E+07 0.748826E+08 0.253892E+09 0.697043E+10
      242.00  0.207982E+07 0.754914E+08 0.252035E+09 0.702906E+10
      246.00  0.207468E+07 0.760603E+08 0.250027E+09 0.708390E+10
      250.00  0.206837E+07 0.765906E+08 0.247879E+09 0.713507E+10
      254.00  0.206096E+07 0.770837E+08 0.245603E+09 0.718269E+10
      258.00  0.205252E+07 0.775408E+08 0.243208E+09 0.722688E+10
      262.00  0.204311E+07 0.779633E+08 0.240703E+09 0.726776E+10
      266.00  0.203279E+07 0.783525E+08 0.238099E+09 0.730545E+10
      270.00  0.202163E+07 0.787097E+08 0.235404E+09 0.734007E+10
      274.00  0.200969E+07 0.790364E+08 0.232628E+09 0.737175E+10
      282.00  0.198368E+07 0.796037E+08 0.226863E+09 0.742679E+10
      290.00  0.195521E+07 0.800651E+08 0.220868E+09 0.747159E+10
      298.00  0.192468E+07 0.804306E+08 0.214698E+09 0.750704E+10
      306.00  0.189242E+07 0.807089E+08 0.208400E+09 0.753396E+10
      314.00  0.185874E+07 0.809079E+08 0.202015E+09 0.755308E+10
      322.00  0.182391E+07 0.810352E+08 0.195581E+09 0.756512E+10
      330.00  0.178819E+07 0.810980E+08 0.189130E+09 0.757076E+10
      338.00  0.175178E+07 0.811030E+08 0.182690E+09 0.757060E+10
      346.00  0.171488E+07 0.810556E+08 0.176284E+09 0.756518E+10
      354.00  0.167765E+07 0.809608E+08 0.169933E+09 0.755496E+10
      362.00  0.164022E+07 0.808233E+08 0.163652E+09 0.754038E+10
      370.00  0.160273E+07 0.806474E+08 0.157458E+09 0.752186E+10
      378.00  0.156528E+07 0.804373E+08 0.151363E+09 0.749980E+10
      386.00  0.152798E+07 0.801966E+08 0.145377E+09 0.747454E+10
      394.00  0.149090E+07 0.799284E+08 0.139508E+09 0.744639E+10
      402.00  0.145411E+07 0.796354E+08 0.133764E+09 0.741559E+10
      410.00  0.141767E+07 0.793199E+08 0.128149E+09 0.738238E+10
      418.00  0.138163E+07 0.789843E+08 0.122667E+09 0.734701E+10
      426.00  0.134603E+07 0.786309E+08 0.117323E+09 0.730967E+10
      434.00  0.131091E+07 0.782613E+08 0.112118E+09 0.727055E+10
      442.00  0.127630E+07 0.778773E+08 0.107055E+09 0.722981E+10
      450.00  0.124221E+07 0.774800E+08 0.102132E+09 0.718757E+10
      458.00  0.120867E+07 0.770705E+08 0.973515E+08 0.714394E+10
      466.00  0.117568E+07 0.766500E+08 0.927123E+08 0.709904E+10
      474.00  0.114327E+07 0.762194E+08 0.882140E+08 0.705297E+10
      482.00  0.111143E+07 0.757797E+08 0.838561E+08 0.700584E+10
      490.00  0.108018E+07 0.753318E+08 0.796372E+08 0.695772E+10
      498.00  0.104952E+07 0.748763E+08 0.755560E+08 0.690870E+10
      506.00  0.101945E+07 0.744137E+08 0.716108E+08 0.685882E+10
      514.00  0.989966E+06 0.739446E+08 0.677997E+08 0.680816E+10
      522.00  0.961075E+06 0.734696E+08 0.641211E+08 0.675677E+10
      530.00  0.932774E+06 0.729892E+08 0.605730E+08 0.670471E+10
      538.00  0.905062E+06 0.725041E+08 0.571535E+08 0.665206E+10
      546.00  0.877936E+06 0.720146E+08 0.538605E+08 0.659886E+10
      554.00  0.851392E+06 0.715214E+08 0.506917E+08 0.654516E+10
      562.00  0.825425E+06 0.710246E+08 0.476449E+08 0.649101E+10
      570.00  0.800030E+06 0.705246E+08 0.447178E+08 0.643644E+10
      578.00  0.775201E+06 0.700217E+08 0.419081E+08 0.638149E+10
      586.00  0.750934E+06 0.695164E+08 0.392135E+08 0.632620E+10
      596.00  0.721379E+06 0.688819E+08 0.360036E+08 0.625669E+10
      606.00  0.692680E+06 0.682446E+08 0.329653E+08 0.618679E+10
      616.00  0.664822E+06 0.676052E+08 0.300940E+08 0.611655E+10
      626.00  0.637790E+06 0.669639E+08 0.273849E+08 0.604604E+10
      636.00  0.611567E+06 0.663209E+08 0.248336E+08 0.597528E+10
      646.00  0.586138E+06 0.656767E+08 0.224354E+08 0.590432E+10
      656.00  0.561489E+06 0.650317E+08 0.201858E+08 0.583322E+10
      666.00  0.537604E+06 0.643861E+08 0.180805E+08 0.576200E+10
      676.00  0.514466E+06 0.637402E+08 0.161149E+08 0.569072E+10
      686.00  0.492061E+06 0.630941E+08 0.142847E+08 0.561938E+10
      696.00  0.470370E+06 0.624479E+08 0.125856E+08 0.554803E+10
      706.00  0.449379E+06 0.618019E+08 0.110135E+08 0.547668E+10
      716.00  0.429073E+06 0.611562E+08 0.956432E+07 0.540536E+10
      726.00  0.409436E+06 0.605112E+08 0.823392E+07 0.533412E+10
      736.00  0.390454E+06 0.598669E+08 0.701839E+07 0.526298E+10
      746.00  0.372113E+06 0.592237E+08 0.591384E+07 0.519197E+10
      756.00  0.354396E+06 0.585815E+08 0.491645E+07 0.512111E+10
      766.00  0.337290E+06 0.579406E+08 0.402247E+07 0.505042E+10
      776.00  0.320781E+06 0.573012E+08 0.322826E+07 0.497992E+10
      786.00  0.304854E+06 0.566633E+08 0.253022E+07 0.490966E+10
      796.00  0.289497E+06 0.560274E+08 0.192483E+07 0.483964E+10
      806.00  0.274695E+06 0.553934E+08 0.140867E+07 0.476991E+10
      816.00  0.260435E+06 0.547617E+08 0.978345E+06 0.470048E+10
      826.00  0.246705E+06 0.541322E+08 0.630575E+06 0.463136E+10
      836.00  0.233490E+06 0.535052E+08 0.362135E+06 0.456258E+10
      846.00  0.220778E+06 0.528806E+08 0.169877E+06 0.449416E+10
      856.00  0.208556E+06 0.522587E+08 0.507254E+05 0.442610E+10
      866.00  0.196813E+06 0.516396E+08 0.167627E+04 0.435844E+10
      876.00  0.185535E+06 0.510234E+08 0.197966E+05 0.429118E+10
      886.00  0.174710E+06 0.504102E+08 0.102224E+06 0.422435E+10
      896.00  0.164328E+06 0.498001E+08 0.246165E+06 0.415795E+10
      906.00  0.154375E+06 0.491931E+08 0.448895E+06 0.409200E+10
      916.00  0.144841E+06 0.485892E+08 0.707756E+06 0.402650E+10
      926.00  0.135714E+06 0.479886E+08 0.102015E+07 0.396147E+10
      936.00  0.126984E+06 0.473913E+08 0.138357E+07 0.389692E+10
