(0) Wavelength, (1) Transition probability, (2) Wavenumber Observed, (3) Wavenumber Calculated, (4) Oscillator strength, (5) Upper state energy, (6) statistical weight, (7) elec_state_label, (8) j, (9) elec_refl, (10) s, (11) v, (12) kronig_parity, (13) lambda_field, (14) elec_inv, (15) Lower state energy, (16) statistical weight, (17) elec_state_label, (18) j, (19) v, (20) kronig_parity
   1118.30,6.82414e+05,,    89421.30, 1.646e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,27258.91, 21,  X,  3,  8,  e
   1154.69,3.89618e+06,,    86603.04, 6.375e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,30077.17, 33,  X,  5,  9,  e
   1147.22,7.63718e+06,,    87167.35, 1.938e-03, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,29512.86, 21,  X,  3,  9,  e
   1180.88,3.68573e+06,,    84682.76, 6.308e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,31997.45, 33,  X,  5, 10,  e
   1173.94,8.88296e+06,,    85183.31, 2.361e-03, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,31496.90, 21,  X,  3, 10,  e
   1203.88,1.64700e+06,,    83064.68, 2.930e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,33615.53, 33,  X,  5, 11,  e
   1197.69,2.90174e+06,,    83493.73, 8.028e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,33186.48, 21,  X,  3, 11,  e
   1222.69,8.63379e+05,,    81787.00, 1.584e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,34893.21, 33,  X,  5, 12,  e
   1217.54,7.71809e+03,,    82132.88, 2.207e-06, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,34547.33, 21,  X,  3, 12,  e
   1236.01,2.33163e+06,,    80905.33, 4.372e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,35774.88, 33,  X,  5, 13,  e
   1232.30,3.75966e+05,,    81148.98, 1.101e-04, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,35531.23, 21,  X,  3, 13,  e
   1240.50,5.25328e+06,,    80612.38, 1.559e-03, 116680.21, 27,  B,  4,  +,  0, 30,  e,  0,  u,36067.83, 21,  X,  3, 14,  e
    874.66,4.54015e+06,,   114330.00, 4.408e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,2414.90, 13,  X,  6,  0,  e
    865.23,6.85664e+05,,   115576.10, 9.411e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,1168.80,  9,  X,  4,  0,  e
    906.70,1.74437e+07,,   110290.51, 1.820e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,6454.39, 13,  X,  6,  1,  e
    897.07,3.53027e+06,,   111473.52, 5.208e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,5271.38,  9,  X,  4,  1,  e
    939.11,2.18746e+07,,   106483.77, 2.449e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,10261.13, 13,  X,  6,  2,  e
    929.32,6.76549e+06,,   107605.00, 1.071e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,9139.90,  9,  X,  4,  2,  e
    971.76,6.97897e+06,,   102905.79, 8.365e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,13839.11, 13,  X,  6,  3,  e
    961.85,4.88274e+06,,   103966.08, 8.282e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,12778.82,  9,  X,  4,  3,  e
   1004.47,6.95246e+05,,    99554.51, 8.903e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,17190.39, 13,  X,  6,  4,  e
    994.49,2.38667e+05,,   100554.20, 4.327e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,16190.70,  9,  X,  4,  4,  e
   1037.02,1.05355e+07,,    96430.07, 1.438e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,20314.83, 13,  X,  6,  5,  e
   1027.02,3.00304e+06,,    97368.87, 5.807e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,19376.03,  9,  X,  4,  5,  e
   1069.12,8.74622e+06,,    93535.14, 1.269e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,23209.76, 13,  X,  6,  6,  e
   1059.19,8.58071e+06,,    94412.04, 1.765e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,22332.86,  9,  X,  4,  6,  e
   1100.41,4.42104e+05,,    90875.39, 6.795e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,25869.51, 13,  X,  6,  7,  e
   1090.65,4.22196e+06,,    91688.49, 9.207e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,25056.41,  9,  X,  4,  7,  e
   1130.45,2.20721e+06,,    88460.20, 3.580e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,28284.70, 13,  X,  6,  8,  e
   1121.00,1.99746e+05,,    89206.45, 4.602e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,27538.45,  9,  X,  4,  8,  e
   1158.70,4.29735e+06,,    86303.69, 7.323e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,30441.21, 13,  X,  6,  9,  e
   1149.71,7.95590e+06,,    86978.48, 1.928e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,29766.42,  9,  X,  4,  9,  e
   1184.47,1.92403e+06,,    84426.15, 3.426e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,32318.75, 13,  X,  6, 10,  e
   1176.16,1.19011e+07,,    85022.73, 3.018e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,31722.17,  9,  X,  4, 10,  e
   1206.91,2.58773e+05,,    82856.40, 4.784e-05, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,33888.50, 13,  X,  6, 11,  e
   1199.55,4.81008e+06,,    83364.80, 1.269e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,33380.10,  9,  X,  4, 11,  e
   1224.96,7.05561e+05,,    81635.64, 1.344e-04, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,35109.26, 13,  X,  6, 12,  e
   1218.91,1.28397e+04,,    82040.61, 3.497e-06, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,34704.29,  9,  X,  4, 12,  e
   1237.23,1.41671e+07,,    80825.93, 2.752e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,35918.97, 13,  X,  6, 13,  e
   1233.02,5.14130e+06,,    81101.43, 1.433e-03, 116744.90, 11,  B,  5,  +,  0, 30,  e,  0,  u,35643.47,  9,  X,  4, 13,  e
    880.45,1.11321e+06,,   113578.59, 1.122e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,3187.47, 45,  X,  7,  0,  e
    869.37,7.55269e+06,,   115025.87, 1.012e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,1740.19, 33,  X,  5,  0,  e
    912.59,2.87397e+06,,   109578.53, 3.112e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,7187.53, 45,  X,  7,  1,  e
    901.29,2.67131e+07,,   110952.14, 3.847e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,5813.92, 33,  X,  5,  1,  e
    945.09,1.19794e+06,,   105810.44, 1.391e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,10955.62, 45,  X,  7,  2,  e
    933.60,2.81610e+07,,   107111.86, 4.351e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,9654.20, 33,  X,  5,  2,  e
    977.80,6.10778e+05,,   102270.62, 7.591e-05, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,14495.44, 45,  X,  7,  3,  e
    966.18,4.71905e+06,,   103500.79, 7.809e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,13265.27, 33,  X,  5,  3,  e
   1010.54,5.93132e+06,,    98957.35, 7.874e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,17808.71, 45,  X,  7,  4,  e
    998.84,4.84954e+06,,   100116.59, 8.577e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,16649.47, 33,  X,  5,  4,  e
   1043.07,4.05197e+06,,    95871.17, 5.731e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,20894.89, 45,  X,  7,  5,  e
   1031.36,1.78726e+07,,    96959.06, 3.370e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,19807.00, 33,  X,  5,  5,  e
   1075.09,3.86307e+05,,    93015.21, 5.805e-05, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,23750.85, 45,  X,  7,  6,  e
   1063.49,5.52522e+06,,    94030.47, 1.108e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,22735.59, 33,  X,  5,  6,  e
   1106.25,1.07624e+07,,    90395.76, 1.712e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,26370.30, 45,  X,  7,  7,  e
   1094.86,1.57216e+06,,    91336.00, 3.341e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,25430.06, 33,  X,  5,  7,  e
   1136.07,1.15401e+07,,    88022.97, 1.936e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,28743.09, 45,  X,  7,  8,  e
   1125.06,9.17328e+06,,    88884.39, 2.058e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,27881.67, 33,  X,  5,  8,  e
   1163.98,4.39879e+05,,    85911.99, 7.748e-05, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,30854.07, 45,  X,  7,  9,  e
   1153.55,3.13027e+06,,    86688.89, 7.384e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,30077.17, 33,  X,  5,  9,  e
   1189.28,7.27665e+06,,    84084.65, 1.338e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,32681.41, 45,  X,  7, 10,  e
   1179.68,3.70585e+05,,    84768.61, 9.142e-05, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,31997.45, 33,  X,  5, 10,  e
   1211.06,1.92567e+07,,    82572.06, 3.672e-03, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,34194.00, 45,  X,  7, 11,  e
   1202.64,3.05984e+06,,    83150.53, 7.845e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,33615.53, 33,  X,  5, 11,  e
   1228.21,1.61502e+06,,    81419.50, 3.167e-04, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,35346.56, 45,  X,  7, 12,  e
   1221.41,8.27253e+01,,    81872.85, 2.188e-08, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,34893.21, 33,  X,  5, 12,  e
   1239.17,1.13050e+08,,    80699.24, 2.257e-02, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,36066.82, 45,  X,  7, 13,  e
   1234.70,6.72912e+07,,    80991.18, 1.819e-02, 116766.06, 39,  B,  6,  +,  0, 30,  e,  0,  u,35774.88, 33,  X,  5, 13,  e
    886.40,9.58117e+04,,   112815.46, 9.964e-06, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,4051.94, 17,  X,  8,  0,  e
    873.72,5.40316e+06,,   114452.50, 7.139e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,2414.90, 13,  X,  6,  0,  e
    918.61,6.88580e+05,,   108859.82, 7.690e-05, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,8007.58, 17,  X,  8,  1,  e
    905.69,2.02720e+07,,   110413.01, 2.878e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,6454.39, 13,  X,  6,  1,  e
    951.16,2.06970e+06,,   105135.28, 2.478e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,11732.12, 17,  X,  8,  2,  e
    938.03,2.40674e+07,,   106606.27, 3.665e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,10261.13, 13,  X,  6,  2,  e
    983.88,2.98205e+06,,   101638.51, 3.821e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,15228.89, 17,  X,  8,  3,  e
    970.61,6.24845e+06,,   103028.29, 1.019e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,13839.11, 13,  X,  6,  3,  e
   1016.59,1.53522e+06,,    98368.18, 2.100e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,18499.22, 17,  X,  8,  4,  e
   1003.24,1.87601e+06,,    99677.01, 3.268e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,17190.39, 13,  X,  6,  4,  e
   1049.04,1.06743e+04,,    95325.28, 1.555e-06, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,21542.12, 17,  X,  8,  5,  e
   1035.71,1.45004e+07,,    96552.57, 2.692e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,20314.83, 13,  X,  6,  5,  e
   1080.92,2.92467e+06,,    92513.52, 4.523e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,24353.88, 17,  X,  8,  6,  e
   1067.72,9.16992e+06,,    93657.64, 1.809e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,23209.76, 13,  X,  6,  6,  e
   1111.85,6.26206e+06,,    89939.87, 1.025e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,26927.53, 17,  X,  8,  7,  e
   1098.93,6.02222e+03,,    90997.89, 1.259e-06, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,25869.51, 13,  X,  6,  7,  e
   1141.35,3.00227e+06,,    87615.43, 5.176e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,29251.97, 17,  X,  8,  8,  e
   1128.89,5.58841e+06,,    88582.70, 1.233e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,28284.70, 13,  X,  6,  8,  e
   1168.82,6.70349e+04,,    85556.64, 1.212e-05, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,31310.76, 17,  X,  8,  9,  e
   1157.06,6.94396e+06,,    86426.19, 1.609e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,30441.21, 13,  X,  6,  9,  e
   1193.50,4.89992e+06,,    83787.19, 9.238e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,33080.21, 17,  X,  8, 10,  e
   1182.75,1.66983e+06,,    84548.65, 4.043e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,32318.75, 13,  X,  6, 10,  e
   1214.46,9.76567e+06,,    82341.16, 1.906e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,34526.24, 17,  X,  8, 11,  e
   1205.13,1.30265e+04,,    82978.90, 3.274e-06, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,33888.50, 13,  X,  6, 11,  e
   1230.47,8.60415e+05,,    81269.45, 1.724e-04, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,35597.95, 17,  X,  8, 12,  e
   1223.12,2.02633e+04,,    81758.14, 5.247e-06, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,35109.26, 13,  X,  6, 12,  e
   1235.35,2.29020e+07,,    80948.43, 6.049e-03, 116867.40, 15,  B,  7,  +,  0, 30,  e,  0,  u,35918.97, 13,  X,  6, 13,  e
    893.18,6.13621e+05,,   111959.93, 6.570e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,5001.96, 57,  X,  9,  0,  e
    878.93,4.41454e+06,,   113774.42, 5.798e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,3187.47, 45,  X,  7,  0,  e
    925.47,2.82326e+06,,   108053.45, 3.245e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,8908.44, 57,  X,  9,  1,  e
    910.96,1.68976e+07,,   109774.36, 2.384e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,7187.53, 45,  X,  7,  1,  e
    958.06,4.95643e+06,,   104377.17, 6.106e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,12584.72, 57,  X,  9,  2,  e
    943.34,2.08542e+07,,   106006.27, 3.155e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,10955.62, 45,  X,  7,  2,  e
    990.80,3.67932e+06,,   100928.15, 4.848e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,16033.74, 57,  X,  9,  3,  e
    975.93,6.09523e+06,,   102466.45, 9.869e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,14495.44, 45,  X,  7,  3,  e
   1023.48,5.40901e+05,,    97705.51, 7.604e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,19256.38, 57,  X,  9,  4,  e
   1008.54,1.19494e+06,,    99153.18, 2.066e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,17808.71, 45,  X,  7,  4,  e
   1055.85,6.44051e+05,,    94710.78, 9.636e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,22251.11, 57,  X,  9,  5,  e
   1040.94,1.26244e+07,,    96067.00, 2.325e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,20894.89, 45,  X,  7,  5,  e
   1087.57,3.75186e+06,,    91948.32, 5.956e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,25013.57, 57,  X,  9,  6,  e
   1072.83,9.83784e+06,,    93211.04, 1.925e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,23750.85, 45,  X,  7,  6,  e
   1118.24,4.32806e+06,,    89425.94, 7.264e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,27535.95, 57,  X,  9,  7,  e
   1103.86,2.30416e+05,,    90591.59, 4.773e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,26370.30, 45,  X,  7,  7,  e
   1147.37,1.27505e+06,,    87155.85, 2.253e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,29806.04, 57,  X,  9,  8,  e
   1133.55,4.41675e+06,,    88218.80, 9.648e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,28743.09, 45,  X,  7,  8,  e
   1174.31,1.90664e+05,,    85156.04, 3.529e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,31805.85, 57,  X,  9,  9,  e
   1161.33,8.15209e+06,,    86107.82, 1.869e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,30854.07, 45,  X,  7,  9,  e
   1198.29,3.25716e+06,,    83452.52, 6.277e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,33509.37, 57,  X,  9, 10,  e
   1186.51,3.56903e+06,,    84280.48, 8.542e-04, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,32681.41, 45,  X,  7, 10,  e
   1218.28,6.16774e+06,,    82083.27, 1.229e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,34878.62, 57,  X,  9, 11,  e
   1208.20,1.95229e+05,,    82767.89, 4.845e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,34194.00, 45,  X,  7, 11,  e
   1232.93,2.46457e+05,,    81107.30, 5.028e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,35854.59, 57,  X,  9, 12,  e
   1225.26,1.13570e+05,,    81615.33, 2.898e-05, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,35346.56, 45,  X,  7, 12,  e
   1236.17,1.14834e+07,,    80895.07, 2.983e-03, 116961.89, 51,  B,  8,  +,  0, 30,  e,  0,  u,36066.82, 45,  X,  7, 13,  e
    900.65,1.10793e+06,,   111031.36, 1.220e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,6030.92, 21,  X, 10,  0,  e
    884.87,3.93515e+06,,   113010.34, 5.166e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,4051.94, 17,  X,  8,  0,  e
    933.02,4.55056e+06,,   107178.54, 5.376e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,9883.74, 21,  X, 10,  1,  e
    916.97,1.51090e+07,,   109054.70, 2.130e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,8007.58, 17,  X,  8,  1,  e
    965.67,6.79326e+06,,   103555.00, 8.597e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,13507.28, 21,  X, 10,  2,  e
    949.40,1.89401e+07,,   105330.16, 2.862e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,11732.12, 17,  X,  8,  2,  e
    998.42,3.81920e+06,,   100158.22, 5.167e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,16904.06, 21,  X, 10,  3,  e
    982.00,5.79787e+06,,   101833.39, 9.373e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,15228.89, 17,  X,  8,  3,  e
   1031.06,1.80122e+05,,    96987.86, 2.599e-05, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,20074.42, 21,  X, 10,  4,  e
   1014.58,9.77621e+05,,    98563.06, 1.687e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,18499.22, 17,  X,  8,  4,  e
   1063.31,1.32227e+06,,    94046.06, 2.029e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,23016.22, 21,  X, 10,  5,  e
   1046.90,1.17961e+07,,    95520.16, 2.167e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,21542.12, 17,  X,  8,  5,  e
   1094.84,3.91693e+06,,    91337.92, 6.372e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,25724.36, 21,  X, 10,  6,  e
   1078.65,1.00385e+07,,    92708.40, 1.958e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,24353.88, 17,  X,  8,  6,  e
   1125.21,3.23522e+06,,    88872.25, 5.559e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,28190.03, 21,  X, 10,  7,  e
   1109.45,4.16952e+05,,    90134.75, 8.604e-05, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,26927.53, 17,  X,  8,  7,  e
   1153.90,6.95143e+05,,    86662.57, 1.256e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,30399.71, 21,  X, 10,  8,  e
   1138.82,3.98833e+06,,    87810.31, 8.672e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,29251.97, 17,  X,  8,  8,  e
   1180.24,1.86634e+05,,    84728.77, 3.528e-05, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,32333.51, 21,  X, 10,  9,  e
   1166.16,8.83784e+06,,    85751.52, 2.015e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,31310.76, 17,  X,  8,  9,  e
   1203.37,2.13419e+06,,    83099.77, 4.194e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,33962.51, 21,  X, 10, 10,  e
   1190.73,4.75759e+06,,    83982.07, 1.131e-03, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,33080.21, 17,  X,  8, 10,  e
   1222.21,4.39348e+06,,    81818.73, 8.907e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,35243.55, 21,  X, 10, 11,  e
   1211.59,5.05249e+05,,    82536.04, 1.243e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,34526.24, 17,  X,  8, 11,  e
   1235.21,1.61639e+04,,    80957.58, 3.347e-06, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,36104.70, 21,  X, 10, 12,  e
   1227.53,4.59663e+05,,    81464.33, 1.161e-04, 117062.28, 19,  B,  9,  +,  0, 30,  e,  0,  u,35597.95, 17,  X,  8, 12,  e
    908.77,1.73881e+06,,   110038.37, 1.967e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,7132.06, 69,  X, 11,  0,  e
    891.52,3.46769e+06,,   112168.47, 4.569e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,5001.96, 57,  X,  9,  0,  e
    941.23,6.56721e+06,,   106243.46, 7.968e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,10926.97, 69,  X, 11,  1,  e
    923.69,1.34552e+07,,   108261.99, 1.903e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,8908.44, 57,  X,  9,  1,  e
    973.93,8.61543e+06,,   102676.89, 1.119e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,14493.54, 69,  X, 11,  2,  e
    956.15,1.71822e+07,,   104585.71, 2.604e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,12584.72, 57,  X,  9,  2,  e
   1006.68,3.74203e+06,,    99336.66, 5.194e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,17833.77, 69,  X, 11,  3,  e
    988.76,5.49732e+06,,   101136.69, 8.910e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,16033.74, 57,  X,  9,  3,  e
   1039.25,9.22051e+03,,    96223.01, 1.364e-06, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,20947.42, 69,  X, 11,  4,  e
   1021.30,8.11541e+05,,    97914.05, 1.403e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,19256.38, 57,  X,  9,  4,  e
   1071.37,2.12247e+06,,    93338.76, 3.337e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,23831.67, 69,  X, 11,  5,  e
   1053.53,1.11620e+07,,    94919.32, 2.054e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,22251.11, 57,  X,  9,  5,  e
   1102.66,3.86814e+06,,    90689.90, 6.441e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,26480.53, 69,  X, 11,  6,  e
   1085.11,1.02680e+07,,    92156.86, 2.004e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,25013.57, 57,  X,  9,  6,  e
   1132.68,2.24277e+06,,    88286.39, 3.941e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,28884.04, 69,  X, 11,  7,  e
   1115.64,6.03284e+05,,    89634.48, 1.245e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,27535.95, 57,  X,  9,  7,  e
   1160.86,3.15957e+05,,    86143.32, 5.831e-05, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,31027.11, 69,  X, 11,  8,  e
   1144.63,3.75684e+06,,    87364.39, 8.160e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,29806.04, 57,  X,  9,  8,  e
   1186.48,1.55377e+05,,    84282.90, 2.996e-05, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,32887.53, 69,  X, 11,  9,  e
   1171.45,9.57748e+06,,    85364.58, 2.179e-03, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,31805.85, 57,  X,  9,  9,  e
   1208.64,1.20755e+06,,    82737.79, 2.416e-04, 117170.43, 63,  B, 10,  +,  0, 30,  e,  0,  u,34432.64, 69,  X, 11, 10,  e
